external_id,topic_slug,type,status,content_vi,explanation_vi,content_en,explanation_en,media_ids,option_1_label,option_1_content_vi,option_1_content_en,option_1_match_vi,option_1_match_en,option_1_correct,option_2_label,option_2_content_vi,option_2_content_en,option_2_match_vi,option_2_match_en,option_2_correct,option_3_label,option_3_content_vi,option_3_content_en,option_3_match_vi,option_3_match_en,option_3_correct,option_4_label,option_4_content_vi,option_4_content_en,option_4_match_vi,option_4_match_en,option_4_correct,option_5_label,option_5_content_vi,option_5_content_en,option_5_match_vi,option_5_match_en,option_5_correct,option_6_label,option_6_content_vi,option_6_content_en,option_6_match_vi,option_6_match_en,option_6_correct,option_7_label,option_7_content_vi,option_7_content_en,option_7_match_vi,option_7_match_en,option_7_correct,option_8_label,option_8_content_vi,option_8_content_en,option_8_match_vi,option_8_match_en,option_8_correct,option_9_label,option_9_content_vi,option_9_content_en,option_9_match_vi,option_9_match_en,option_9_correct,option_10_label,option_10_content_vi,option_10_content_en,option_10_match_vi,option_10_match_en,option_10_correct,option_11_label,option_11_content_vi,option_11_content_en,option_11_match_vi,option_11_match_en,option_11_correct,option_12_label,option_12_content_vi,option_12_content_en,option_12_match_vi,option_12_match_en,option_12_correct,option_13_label,option_13_content_vi,option_13_content_en,option_13_match_vi,option_13_match_en,option_13_correct,option_14_label,option_14_content_vi,option_14_content_en,option_14_match_vi,option_14_match_en,option_14_correct,option_15_label,option_15_content_vi,option_15_content_en,option_15_match_vi,option_15_match_en,option_15_correct,option_16_label,option_16_content_vi,option_16_content_en,option_16_match_vi,option_16_match_en,option_16_correct,option_17_label,option_17_content_vi,option_17_content_en,option_17_match_vi,option_17_match_en,option_17_correct,option_18_label,option_18_content_vi,option_18_content_en,option_18_match_vi,option_18_match_en,option_18_correct,option_19_label,option_19_content_vi,option_19_content_en,option_19_match_vi,option_19_match_en,option_19_correct,option_20_label,option_20_content_vi,option_20_content_en,option_20_match_vi,option_20_match_en,option_20_correct
f8237ec9-09e2-400d-8437-cf21db70d5ba,exam-hall-01,SINGLE_CHOICE,DRAFT,,,"A project advisory team is working remotely from the core project team. There is a constant flow of information between these two teams, and both teams approve project documents. Any delays in approvals will result in additional expense. Which practice would assure the project manager that all of the documents are on hand, updated, and approved properly?",,,A,,A.Let the advisory and core teams develop and maintain their own document categorization and naming systems.,,,FALSE,B,,B. Require each member of the advisory and project teams to maintain updated records.,,,FALSE,C,,C.Have the sponsor maintain and approve changes within a single document registry.,,,FALSE,D,,D.Oversee a single document registry and change control system that both teams use.,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207efdcc-9417-4a12-8efa-191eeeacbc64,exam-hall-01,SINGLE_CHOICE,DRAFT,,,A director is acting as the product owner for a government software project. The director is repeatedly unable to engage with the team and provide regular and important feedback on project artifacts. What should the project manager do to resolve this?,,,A,,A.Determine communication preferences and review responsibilities.,,,TRUE,B,,B.Obtain alternative feedback from the customer.,,,FALSE,C,,C.Recommend an open-door policy for the project.,,,FALSE,D,,D.Adopt a collaborative approach.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9f21bf3-08ae-444f-8a13-07d5dbee152c,exam-hall-01,SINGLE_CHOICE,DRAFT,,,"A project manager is managing multidisciplinary teams. During the last project review meeting, the project manager realized that there is friction between some of the team members. What should the project manager do next?",,,A,,A.Identify the team members and review their project performance.,,,FALSE,B,,B.Consult with the sponsor to find replacements for the team members.,,,FALSE,C,,C.Evaluate the issue and apply conflict resolution techniques.,,,TRUE,D,,D.Report the issue in the monthly project executive summary.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e503cce-cea4-476c-b737-355edbc07683,exam-hall-01,SINGLE_CHOICE,DRAFT,,,"Close to the end of a large project, some of the technical reports related to the delivered service were not ready. The project manager asked the team members for the missing documents, but the team claimed they had already fulfilled their assigned tasks. How should the project manager address this concern?",,,A,,A.Review the hierarchical chart to confirm positions and relationships.,,,FALSE,B,,B.Refer to the RACI chart to validate the assigned roles and responsibilities.,,,TRUE,C,,C.Discuss the activity list and ensure that the team understands what work is required.,,,FALSE,D,,D.Input all assumptions and constraints into the assumption log.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a94be2e8-1fe4-4f3d-830c-6f461e7cda90,exam-hall-01,SINGLE_CHOICE,DRAFT,,,A lengthy upgrade project is being delivered in a series of phased outputs. The end users will face some level of disruption during each phase prior to the outputs being achieved. What should the project manager do to ensure that the intended value is being delivered at each phase?,,,A,,A.Gather feedback using surveys of the end user experience and analyze the results.,,,FALSE,B,,B.Review the actual costs incurred to ensure that the project remains on budget.,,,FALSE,C,,C.Validate the scope to ensure that the required quality of outputs is being met.,,,FALSE,D,,"D.Track progress toward each benefit, based on the benefits management plan.",,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98ab3ff8-82aa-49e5-88d9-52443479f6b2,exam-hall-01,SINGLE_CHOICE,DRAFT,,,A project manager observed that a team member is becoming increasingly disengaged from an ongoing project. What should the project manager do to help ensure participation from this team member?,,,A,,"A.Speak to the team member, understand the problem, and ask the team member to work on corrective actions.",,,TRUE,B,,B.Ask another team member to mentor the disengaged team member.,,,FALSE,C,,C.Call a team meeting to discuss team engagement expectations.,,,FALSE,D,,D.Ask the team member to undergo additional training to improve their communication skills.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9613d289-b58b-4580-bd96-6384409789f2,exam-hall-01,MULTIPLE_CHOICE,DRAFT,,,A project manager is managing a long-term project that is behind schedule. The client is concerned that the project will be delayed. Which two actions should the project manager take to address the client's concerns? (Choose two),,,A,,A.Create a new baseline schedule.,,,FALSE,B,,B.Review the change control process.,,,FALSE,C,,C.Add more resources to critical path tasks.,,,TRUE,D,,D.Perform a risk reserve analysis.,,,FALSE,E,,E.Run some activities concurrently.,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32e2f46b-cfeb-4a3a-a806-271ba846991f,exam-hall-01,SINGLE_CHOICE,DRAFT,,,An agile project to implement a new automation process in a factory is underway. The project manager needs a vendor to help with the installation. What should the project manager do before the vendor comes to work with the team?,,,A,,A.Delegate all key decisions to the vendor's team so the project manager does not take any risks.,,,FALSE,B,,B.Hold an orientation to ensure both parties share the same understanding of project goals and requirements.,,,TRUE,C,,C.Submit the communication matrix so that all team members and vendors are known.,,,FALSE,D,,D.Remind the team that the vendor works for them and that the team can make final decisions.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7970a8c5-840b-4a9f-ab8f-938dfff017a4,exam-hall-01,SINGLE_CHOICE,DRAFT,,,"At the beginning of a project, a stakeholder is concerned that the initiative may not deliver value to the organization. What should the project manager do first to increase the chances of project success?",,,A,,A.Review the business case and benefits management plan with the stakeholder.,,,TRUE,B,,B.Provide continual communication of the project status to stakeholders.,,,FALSE,C,,C.Schedule training for everyone on the use of the new product.,,,FALSE,D,,D.Perform an audit to make sure the benefits are realized.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8890475-3128-4aae-8676-1e45ff7c4918,exam-hall-01,SINGLE_CHOICE,DRAFT,,,"A company used to deliver technical services to customers using external labor. When a new project manager arrived, the team hired specialized personnel to reduce costs by delivering an in-house service. Some of the stakeholders are frustrated that the resources are taking too much time to deliver the service. What should the project manager do to address the concern?",,,A,,A.Review the communication plan with the frustrated stakeholders.,,,FALSE,B,,B.Increase stakeholders' understanding of the project approach.,,,TRUE,C,,C.Rehire the external contractor who provided the service previously.,,,FALSE,D,,D.Develop a glide path and communicate the ramp-up plan to stakeholders,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
