external_id,topic_slug,type,status,content_vi,explanation_vi,content_en,explanation_en,media_ids,option_1_label,option_1_content_vi,option_1_content_en,option_1_match_vi,option_1_match_en,option_1_correct,option_2_label,option_2_content_vi,option_2_content_en,option_2_match_vi,option_2_match_en,option_2_correct,option_3_label,option_3_content_vi,option_3_content_en,option_3_match_vi,option_3_match_en,option_3_correct,option_4_label,option_4_content_vi,option_4_content_en,option_4_match_vi,option_4_match_en,option_4_correct,option_5_label,option_5_content_vi,option_5_content_en,option_5_match_vi,option_5_match_en,option_5_correct,option_6_label,option_6_content_vi,option_6_content_en,option_6_match_vi,option_6_match_en,option_6_correct,option_7_label,option_7_content_vi,option_7_content_en,option_7_match_vi,option_7_match_en,option_7_correct,option_8_label,option_8_content_vi,option_8_content_en,option_8_match_vi,option_8_match_en,option_8_correct,option_9_label,option_9_content_vi,option_9_content_en,option_9_match_vi,option_9_match_en,option_9_correct,option_10_label,option_10_content_vi,option_10_content_en,option_10_match_vi,option_10_match_en,option_10_correct,option_11_label,option_11_content_vi,option_11_content_en,option_11_match_vi,option_11_match_en,option_11_correct,option_12_label,option_12_content_vi,option_12_content_en,option_12_match_vi,option_12_match_en,option_12_correct,option_13_label,option_13_content_vi,option_13_content_en,option_13_match_vi,option_13_match_en,option_13_correct,option_14_label,option_14_content_vi,option_14_content_en,option_14_match_vi,option_14_match_en,option_14_correct,option_15_label,option_15_content_vi,option_15_content_en,option_15_match_vi,option_15_match_en,option_15_correct,option_16_label,option_16_content_vi,option_16_content_en,option_16_match_vi,option_16_match_en,option_16_correct,option_17_label,option_17_content_vi,option_17_content_en,option_17_match_vi,option_17_match_en,option_17_correct,option_18_label,option_18_content_vi,option_18_content_en,option_18_match_vi,option_18_match_en,option_18_correct,option_19_label,option_19_content_vi,option_19_content_en,option_19_match_vi,option_19_match_en,option_19_correct,option_20_label,option_20_content_vi,option_20_content_en,option_20_match_vi,option_20_match_en,option_20_correct
b27980ac-d5d5-4c17-9758-370b5f086d2f,exam-hall-03,SINGLE_CHOICE,DRAFT,,,A company is working on a hybrid project in which the deliverables have quality issues at the end of one of the sprints. Which action should the project manager take?,,,A,,A.Review the definition of done (DoD).,,,TRUE,B,,B.Look for a clear set of working agreements.,,,FALSE,C,,C.Apply value stream mapping.,,,FALSE,D,,D.Use a plan-driven approach.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23e57629-119c-4f42-a706-d9de668ff079,exam-hall-03,SINGLE_CHOICE,DRAFT,,,"Members of an agile team are struggling. While there is trust among the team members, the majority of team decisions are made by a few of the more experienced team members. What should the project manager do in order to enable a high-performing team?",,,A,,"A.Discourage the experienced team members from speaking first, allowing others to offer ideas.",,,FALSE,B,,B.Facilitate meetings to ensure that all team members take part in team decisions.,,,FALSE,C,,C.Coach the team to ensure all members offer ideas and team consensus is achieved.,,,TRUE,D,,D.Raise the issue in a retrospective and have the team formalize new team agreements.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e84e8e9-1eca-4ace-8f24-2344e1e767b5,exam-hall-03,SINGLE_CHOICE,DRAFT,,,"In a project where a third-party provider is implementing a custom solution, the project manager must ensure that the local team will have the capacity to support the solution. What should the project manager do to ensure that the local team can support the solution?",,,A,,A.Delegate the responsibility of supporting the custom solution to the third-party provider.,,,FALSE,B,,B.Conduct comprehensive training sessions for the local team on the new solution.,,,TRUE,C,,C.Reduce the responsibilities of the local team to minimize the need for support.,,,FALSE,D,,D.Hire additional personnel to provide ongoing support for the local team.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b7ff763-dee1-4436-b342-8cf81a1af83a,exam-hall-03,SINGLE_CHOICE,DRAFT,,,"During the planning phase, a project manager is creating the project schedule. The designated project team is finishing an unrelated project, so temporary resources are assigned to assist with planning and task duration estimation. The project team will replace the temporary resources prior to starting the project. What should the project manager do before the project schedule is finalized?",,,A,,A.Review the estimates with the designated team.,,,TRUE,B,,B.Check the task durations of previous projects.,,,FALSE,C,,C.Update duration estimation in the risk register.,,,FALSE,D,,D.Request approval from the project sponsor.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c24655e4-3fd6-4adb-8cb4-e157cf5f5026,exam-hall-03,SINGLE_CHOICE,DRAFT,,,"A project manager is in the execution phase of a project. A newly identified stakeholder continuously bypasses the project manager to get feedback from the project sponsor directly, thus escalating pressure and frustration for all members of the team. What should the project manager do next?",,,A,,A.Call a project meeting of all stakeholders to discuss the matter and develop a suitable action plan.,,,FALSE,B,,B.Email the communications management plan to the stakeholder and point out that they agreed to the plan.,,,FALSE,C,,C.Meet the project sponsor and confirm that the project manager must be the single point of contact.,,,FALSE,D,,D.Meet with the stakeholder to understand their needs and update the communication management plan.,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e11b9292-9746-4c24-84f5-ac731ad6f36e,exam-hall-03,SINGLE_CHOICE,DRAFT,,,"In the planning stage of an upgrade project, a project manager benchmarked other recent projects that use the same technology. The project manager discovered that longer-than-planned outages occurred in most cases due to frequent maintenance activities. What will be the project manager's next step?",,,A,,A.Benchmark projects using other technologies to establish a more objective baseline.,,,FALSE,B,,B.Compare other similar technologies and recommend the implementation of another technology.,,,FALSE,C,,C.Create a risk item in the risk register and incorporate the thresholds according to the benchmarks.,,,TRUE,D,,D.Discuss the probable downtime with the sponsor and obtain approval for outages.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a31cf090-6bb0-41d3-8093-617a9a6c0aff,exam-hall-03,SINGLE_CHOICE,DRAFT,,,"During project execution, a customer asks to replace a piece of planned hardware with one that has more features and a lower price. What should the project manager do first?",,,A,,A.Evaluate the new features to ensure they align with the customer's business needs.,,,TRUE,B,,B.Incorporate the hardware immediately as it will reduce the overall project cost.,,,FALSE,C,,C.Meet with the team to plan the implementation of the new hardware as requested.,,,FALSE,D,,D.Seek approval from the procurement manager and develop a prototype.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5d74f9f-991b-4ae4-bb9f-766f9e2635d7,exam-hall-03,SINGLE_CHOICE,DRAFT,,,"A new project manager has taken over an ongoing project. Progress reports show that the project is within the allocated budget and schedule. However, a key supplier has indicated that they will not be able to supply critical materials as scheduled. What should the project manager do first to address this situation?",,,A,,A.Submit a change request to the change control board (CCB).,,,FALSE,B,,B.Review the performance against the project baseline.,,,TRUE,C,,C.Initiate legal action against the defaulting supplier.,,,FALSE,D,,D.Immediately terminate the contract with the supplier.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fef1f3fb-424b-4b89-bae6-9f040a7e3929,exam-hall-03,SINGLE_CHOICE,DRAFT,,,"A risk was identified at the beginning of an agile project and a mitigation plan was established. The risk event occurs but the impact is much higher than anticipated and the originally planned response will be ineffective. The project team developed a more effective response, but it is drastically different from the original mitigation plan and must be implemented as soon as possible. What should the project manager do?",,,A,,A.Implement only the initial response as outlined in the risk management plan.,,,FALSE,B,,B.Update the risk management plan and implement the newly created response.,,,TRUE,C,,C.Defer risk response until the next progress meeting to inform stakeholders.,,,FALSE,D,,D.Implement a contingency response and inform the stakeholders afterward.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5e8a104-65d5-4a1f-bcaf-fedb52be878c,exam-hall-03,SINGLE_CHOICE,DRAFT,,,"During the execution phase of a project, a project team identifies a previously unforeseen risk that could delay the project for several months. What should the project manager do first?",,,A,,A.Update the risk register.,,,TRUE,B,,B.Perform qualitative risk analysis.,,,FALSE,C,,C.Update the project sponsors.,,,FALSE,D,,D.Plan for additional budget.,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
